,0,1,2,3
0,1,0,23,0.0
1,2,0,23,17.923594767246385
2,2,1,23,17.923594767246385
3,2,2,23,17.923594767246385
4,2,3,23,17.923594767246385
5,2,4,23,17.923594767246385
6,2,5,23,17.923594767246385
7,2,6,23,17.923594767246385
8,2,7,23,17.923594767246385
9,2,8,23,17.923594767246385
10,3,0,23,35.84718953449277
11,3,1,23,40.07837630072244
12,3,2,23,25.34779080631928
13,3,3,23,17.923594767246385
14,3,4,23,17.923594767246385
15,3,5,23,0.0
16,4,0,23,17.923594767246385
17,4,1,23,56.679383322374115
18,4,2,23,17.923594767246385
19,4,3,23,25.34779080631928
20,4,4,23,17.923594767246385
21,4,5,23,0.0
22,5,0,23,40.07837630072244
23,5,1,23,17.923594767246385
24,5,2,23,40.07837630072244
25,5,3,23,17.923594767246385
26,5,4,23,0.0
27,6,0,23,0.0
28,7,0,23,40.07837630072244
29,7,1,23,126.7389540315964
30,7,2,23,113.35876664474823
31,7,3,23,0.0
32,8,0,23,17.923594767246385
33,8,1,23,53.77078430173916
34,8,2,23,17.923594767246385
35,8,3,23,17.923594767246385
36,8,4,23,25.34779080631928
37,8,5,23,25.34779080631928
38,8,6,23,0.0
39,9,0,23,40.07837630072244
40,9,1,23,25.34779080631928
41,9,2,23,17.923594767246385
42,9,3,23,25.34779080631928
43,9,4,23,17.923594767246385
44,9,5,23,0.0
45,10,0,24,0.0
46,11,0,24,40.07837630072244
47,11,1,24,114.76700407607993
48,11,2,24,35.84718953449277
49,11,3,24,17.923594767246385
50,11,4,24,17.923594767246385
51,11,5,24,56.679383322374115
52,11,6,24,17.923594767246385
53,11,7,24,295.6034976644994
54,11,8,24,40.07837630072244
55,12,0,24,17.923594767246385
56,12,1,24,40.07837630072244
57,12,2,24,17.923594767246385
58,12,3,24,0.0
59,13,0,24,35.84718953449277
60,13,1,24,50.69558161263856
61,13,2,24,17.923594767246385
62,13,3,24,17.923594767246385
63,13,4,24,0.0
64,14,0,24,17.923594767246385
65,14,1,24,139.9877502219683
66,14,2,24,73.90087441612485
67,14,3,24,0.0
68,15,0,24,17.923594767246385
69,15,1,24,40.07837630072244
70,15,2,24,40.07837630072244
71,15,3,24,25.34779080631928
72,15,4,24,17.923594767246385
73,15,5,24,0.0
74,16,0,24,0.0
75,17,0,24,17.923594767246385
76,17,1,24,154.1845921425166
77,17,2,24,71.69437906898554
78,17,3,24,17.923594767246385
79,17,4,24,0.0
80,18,0,24,0.0
81,19,0,24,35.84718953449277
82,19,1,24,104.51161887051465
83,19,2,24,40.07837630072244
84,19,3,24,0.0
85,20,0,26,0.0
86,21,0,26,73.90087441612485
87,21,1,26,139.9877502219683
88,21,2,26,64.62443997394489
89,21,3,26,0.0
90,22,0,26,25.34779080631928
91,22,1,26,139.9877502219683
92,22,2,26,35.84718953449277
93,22,3,26,25.34779080631928
94,22,4,26,17.923594767246385
95,22,5,26,35.84718953449277
96,22,6,26,17.923594767246385
97,22,7,26,0.0
98,23,0,26,25.34779080631928
99,23,1,26,40.07837630072244
100,23,2,26,17.923594767246385
101,23,3,26,17.923594767246385
102,23,4,26,0.0
103,24,0,26,17.923594767246385
104,24,1,26,101.39116322527713
105,24,2,26,35.84718953449277
106,24,3,26,0.0
107,25,0,26,40.07837630072244
108,25,1,26,64.62443997394489
109,25,2,26,17.923594767246385
110,25,3,26,0.0
111,26,0,26,25.34779080631928
112,26,1,26,89.61797383623194
113,26,2,26,25.34779080631928
114,26,3,26,0.0
115,27,0,26,35.84718953449277
116,27,1,26,64.62443997394489
117,27,2,26,25.34779080631928
118,27,3,26,0.0
119,28,0,26,25.34779080631928
120,28,1,26,89.61797383623194
121,28,2,26,25.34779080631928
122,28,3,26,0.0
123,29,0,26,17.923594767246385
124,29,1,26,50.69558161263856
125,29,2,26,17.923594767246385
126,29,3,26,0.0
127,30,0,28,0.0
128,31,0,28,25.34779080631928
129,31,1,28,190.53042586419687
130,31,2,28,17.923594767246385
131,31,3,28,0.0
132,32,0,28,17.923594767246385
133,32,1,28,113.35876664474823
134,32,2,28,17.923594767246385
135,32,3,28,0.0
136,33,0,28,35.84718953449277
137,33,1,28,104.51161887051465
138,33,2,28,25.34779080631928
139,33,3,28,17.923594767246385
140,33,4,28,80.15675260144488
141,33,5,28,40.07837630072244
142,33,6,28,17.923594767246385
143,33,7,28,0.0
144,34,0,28,25.34779080631928
145,34,1,28,76.04337241895783
146,34,2,28,40.07837630072244
147,34,3,28,0.0
148,35,0,28,35.84718953449277
149,35,1,28,113.35876664474823
150,35,2,28,17.923594767246385
151,35,3,28,0.0
152,36,0,28,17.923594767246385
153,36,1,28,126.7389540315964
154,36,2,28,25.34779080631928
155,36,3,28,0.0
156,37,0,28,35.84718953449277
157,37,1,28,64.62443997394489
158,37,2,28,17.923594767246385
159,37,3,28,0.0
160,38,0,28,17.923594767246385
161,38,1,28,109.02497065845554
162,38,2,28,17.923594767246385
163,38,3,28,0.0
164,39,0,28,17.923594767246385
165,39,1,28,104.51161887051465
166,39,2,28,17.923594767246385
167,39,3,28,0.0
168,40,0,25,0.0
169,41,0,25,0.0
170,42,0,25,0.0
171,43,0,25,35.84718953449277
172,43,1,25,169.09085485283086
173,43,2,25,0.0
174,44,0,25,25.34779080631928
175,44,1,25,56.679383322374115
176,44,2,25,0.0
177,45,0,25,35.84718953449277
178,45,1,25,165.24737879113025
179,45,2,25,0.0
180,46,0,25,25.34779080631928
181,46,1,25,80.15675260144488
182,46,2,25,0.0
183,47,0,25,35.84718953449277
184,47,1,25,139.9877502219683
185,47,2,25,0.0
186,48,0,25,17.923594767246385
187,48,1,25,144.50464078959553
188,48,2,25,0.0
189,49,0,25,17.923594767246385
190,49,1,25,0.0
191,50,0,31,0.0
192,51,0,31,0.0
193,52,0,31,40.07837630072244
194,52,1,31,209.0232377410293
195,52,2,31,0.0
196,53,0,31,17.923594767246385
197,53,1,31,209.0232377410293
198,53,2,31,0.0
199,54,0,31,35.84718953449277
200,54,1,31,71.69437906898554
201,54,2,31,0.0
202,55,0,31,17.923594767246385
203,55,1,31,0.0
204,56,0,31,35.84718953449277
205,56,1,31,0.0
206,57,0,31,40.07837630072244
207,57,1,31,0.0
208,58,0,31,53.77078430173916
209,58,1,31,0.0
210,59,0,31,17.923594767246385
211,59,1,31,17.923594767246385
212,59,2,31,0.0
213,60,0,32,0.0
214,61,0,32,73.90087441612485
215,61,1,32,0.0
216,62,0,32,17.923594767246385
217,62,1,32,0.0
218,63,0,32,35.84718953449277
219,63,1,32,0.0
220,64,0,32,25.34779080631928
221,64,1,32,0.0
222,65,0,32,40.07837630072244
223,65,1,32,0.0
224,66,0,32,25.34779080631928
225,66,1,32,0.0
226,67,0,32,35.84718953449277
227,67,1,32,0.0
228,68,0,32,17.923594767246385
229,68,1,32,0.0
230,69,0,32,35.84718953449277
231,69,1,32,0.0
232,70,0,27,0.0
233,71,0,27,0.0
234,72,0,27,35.84718953449277
235,72,1,27,0.0
236,73,0,27,56.679383322374115
237,73,1,27,0.0
238,74,0,27,17.923594767246385
239,74,1,27,0.0
240,75,0,27,35.84718953449277
241,75,1,27,0.0
242,76,0,27,25.34779080631928
243,76,1,27,0.0
244,77,0,27,35.84718953449277
245,77,1,27,0.0
246,78,0,27,17.923594767246385
247,78,1,27,0.0
248,79,0,27,35.84718953449277
249,79,1,27,0.0
250,80,0,22,0.0
251,81,0,22,40.07837630072244
252,81,1,22,0.0
253,82,0,22,17.923594767246385
254,82,1,22,0.0
255,83,0,22,35.84718953449277
256,83,1,22,0.0
257,84,0,22,40.07837630072244
258,84,1,22,0.0
259,85,0,22,56.679383322374115
260,85,1,22,0.0
261,86,0,22,25.34779080631928
262,86,1,22,0.0
263,87,0,22,35.84718953449277
264,87,1,22,0.0
265,88,0,22,17.923594767246385
266,88,1,22,0.0
267,89,0,22,53.77078430173916
268,89,1,22,0.0
269,90,0,25,0.0
270,91,0,25,80.15675260144488
271,91,1,25,0.0
272,92,0,25,40.07837630072244
273,92,1,25,0.0
274,93,0,25,35.84718953449277
275,93,1,25,0.0
276,94,0,25,17.923594767246385
277,94,1,25,0.0
278,95,0,25,53.77078430173916
279,95,1,25,0.0
280,96,0,25,25.34779080631928
281,96,1,25,0.0
282,97,0,25,40.07837630072244
283,97,1,25,0.0
284,98,0,25,0.0
285,99,0,25,35.84718953449277
286,99,1,25,0.0
287,100,0,27,0.0
288,101,0,27,17.923594767246385
289,101,3,27,89.61797383623194
290,101,4,27,154.1845921425166
291,101,5,27,291.7749836531954
292,101,6,27,50.69558161263856
293,101,8,27,631.4093477936111
294,101,9,27,631.4093477936111
295,101,10,27,631.4093477936111
296,101,11,27,631.4093477936111
297,101,13,27,631.4093477936111
298,101,15,27,631.4093477936111
299,101,16,27,631.4093477936111
300,101,17,27,631.4093477936111
301,101,18,27,631.4093477936111
302,101,19,27,631.4093477936111
303,102,0,27,17.923594767246385
304,102,3,27,17.923594767246385
305,102,4,27,25.34779080631928
306,102,5,27,0.0
307,103,0,27,35.84718953449277
308,103,3,27,17.923594767246385
309,103,4,27,25.34779080631928
310,103,5,27,0.0
311,104,0,27,25.34779080631928
312,104,3,27,17.923594767246385
313,104,4,27,0.0
314,105,0,27,53.77078430173916
315,105,3,27,0.0
316,106,0,27,25.34779080631928
317,106,3,27,0.0
318,107,0,27,35.84718953449277
319,107,3,27,17.923594767246385
320,107,4,27,17.923594767246385
321,107,5,27,40.07837630072244
322,107,6,27,0.0
323,108,0,27,17.923594767246385
324,108,3,27,17.923594767246385
325,108,4,27,17.923594767246385
326,108,5,27,17.923594767246385
327,108,6,27,0.0
328,109,0,27,53.77078430173916
329,109,3,27,17.923594767246385
330,109,4,27,0.0
331,110,0,32,0.0
332,111,0,32,17.923594767246385
333,111,3,32,17.923594767246385
334,111,4,32,0.0
335,112,0,32,17.923594767246385
336,112,3,32,17.923594767246385
337,112,4,32,17.923594767246385
338,112,5,32,0.0
339,113,0,32,40.07837630072244
340,113,3,32,0.0
341,114,0,32,17.923594767246385
342,114,3,32,0.0
343,115,0,32,53.77078430173916
344,115,3,32,17.923594767246385
345,115,4,32,17.923594767246385
346,115,5,32,17.923594767246385
347,115,8,32,184.5347025204988
348,115,9,32,193.8733199218347
349,115,10,32,89.61797383623194
350,115,11,32,17.923594767246385
351,115,13,32,25.34779080631928
352,115,15,32,0.0
353,116,0,32,17.923594767246385
354,116,3,32,17.923594767246385
355,116,4,32,0.0
356,117,0,32,40.07837630072244
357,117,3,32,17.923594767246385
358,117,4,32,0.0
359,118,0,32,25.34779080631928
360,118,3,32,25.34779080631928
361,118,4,32,17.923594767246385
362,118,5,32,40.07837630072244
363,118,8,32,40.07837630072244
364,118,9,32,0.0
365,119,0,32,35.84718953449277
366,119,3,32,17.923594767246385
367,119,4,32,17.923594767246385
368,119,5,32,17.923594767246385
369,119,8,32,25.34779080631928
370,119,9,32,17.923594767246385
371,119,10,32,17.923594767246385
372,119,11,32,0.0
373,120,0,29,0.0
374,121,0,29,71.69437906898554
375,121,3,29,17.923594767246385
376,121,4,29,35.84718953449277
377,121,5,29,25.34779080631928
378,121,8,29,56.679383322374115
379,121,9,29,17.923594767246385
380,121,10,29,0.0
381,122,0,29,35.84718953449277
382,122,3,29,0.0
383,123,0,29,53.77078430173916
384,123,3,29,17.923594767246385
385,123,4,29,17.923594767246385
386,123,5,29,17.923594767246385
387,123,8,29,40.07837630072244
388,123,9,29,25.34779080631928
389,123,10,29,17.923594767246385
390,123,11,29,17.923594767246385
391,123,13,29,25.34779080631928
392,123,15,29,0.0
393,124,0,29,17.923594767246385
394,124,3,29,17.923594767246385
395,124,4,29,17.923594767246385
396,124,5,29,0.0
397,125,0,29,40.07837630072244
398,125,3,29,17.923594767246385
399,125,4,29,17.923594767246385
400,125,5,29,0.0
401,126,0,29,17.923594767246385
402,126,3,29,17.923594767246385
403,126,4,29,17.923594767246385
404,126,5,29,17.923594767246385
405,126,8,29,40.07837630072244
406,126,9,29,25.34779080631928
407,126,10,29,25.34779080631928
408,126,11,29,25.34779080631928
409,126,13,29,17.923594767246385
410,126,15,29,0.0
411,127,0,29,53.77078430173916
412,127,3,29,0.0
413,128,0,29,0.0
414,129,0,29,40.07837630072244
415,129,3,29,0.0
416,130,0,31,0.0
417,131,0,31,25.34779080631928
418,131,3,31,17.923594767246385
419,131,4,31,17.923594767246385
420,131,5,31,56.679383322374115
421,131,8,31,80.15675260144488
422,131,9,31,53.77078430173916
423,131,10,31,17.923594767246385
424,131,11,31,17.923594767246385
425,131,13,31,17.923594767246385
426,131,16,31,0.0
427,132,0,31,40.07837630072244
428,132,3,31,0.0
429,133,0,31,53.77078430173916
430,133,3,31,25.34779080631928
431,133,4,31,17.923594767246385
432,133,5,31,0.0
433,134,0,31,17.923594767246385
434,134,3,31,17.923594767246385
435,134,4,31,17.923594767246385
436,134,5,31,25.34779080631928
437,134,8,31,64.62443997394489
438,134,9,31,25.34779080631928
439,134,10,31,0.0
440,135,0,31,53.77078430173916
441,135,3,31,0.0
442,136,0,31,25.34779080631928
443,136,3,31,17.923594767246385
444,136,4,31,17.923594767246385
445,136,5,31,0.0
446,137,0,31,56.679383322374115
447,137,3,31,25.34779080631928
448,137,4,31,0.0
449,138,0,31,17.923594767246385
450,138,3,31,17.923594767246385
451,138,4,31,0.0
452,139,0,31,53.77078430173916
453,139,3,31,0.0
454,140,0,27,0.0
455,141,0,27,0.0
456,142,0,27,40.07837630072244
457,142,3,27,17.923594767246385
458,142,4,27,35.84718953449277
459,142,5,27,56.679383322374115
460,142,8,27,165.24737879113025
461,142,9,27,53.77078430173916
462,142,10,27,53.77078430173916
463,142,11,27,17.923594767246385
464,142,13,27,0.0
465,143,0,27,53.77078430173916
466,143,3,27,25.34779080631928
467,143,4,27,17.923594767246385
468,143,5,27,25.34779080631928
469,143,8,27,25.34779080631928
470,143,9,27,25.34779080631928
471,143,10,27,0.0
472,144,0,27,25.34779080631928
473,144,3,27,17.923594767246385
474,144,4,27,17.923594767246385
475,144,5,27,17.923594767246385
476,144,8,27,35.84718953449277
477,144,9,27,0.0
478,145,0,27,71.69437906898554
479,145,3,27,17.923594767246385
480,145,4,27,0.0
481,146,0,27,40.07837630072244
482,146,3,27,17.923594767246385
483,146,4,27,0.0
484,147,0,27,53.77078430173916
485,147,3,27,0.0
486,148,0,27,17.923594767246385
487,148,3,27,25.34779080631928
488,148,4,27,17.923594767246385
489,148,5,27,40.07837630072244
490,148,8,27,101.39116322527713
491,148,9,27,35.84718953449277
492,148,10,27,25.34779080631928
493,148,11,27,17.923594767246385
494,148,13,27,0.0
495,149,0,27,56.679383322374115
496,149,3,27,0.0
497,150,0,26,0.0
498,151,0,26,40.07837630072244
499,151,3,26,25.34779080631928
500,151,4,26,17.923594767246385
501,151,5,26,0.0
502,152,0,26,25.34779080631928
503,152,3,26,0.0
504,153,0,26,35.84718953449277
505,153,3,26,0.0
506,154,0,26,25.34779080631928
507,154,3,26,0.0
508,155,0,26,53.77078430173916
509,155,3,26,0.0
510,156,0,26,17.923594767246385
511,156,3,26,0.0
512,157,0,26,56.679383322374115
513,157,3,26,0.0
514,158,0,26,17.923594767246385
515,158,3,26,0.0
516,159,0,26,53.77078430173916
517,159,3,26,0.0
518,160,0,25,0.0
519,161,0,25,73.90087441612485
520,161,3,25,17.923594767246385
521,161,4,25,17.923594767246385
522,161,5,25,129.24887994788978
523,161,8,25,409.1136577128912
524,161,9,25,80.15675260144488
525,161,10,25,35.84718953449277
526,161,11,25,40.07837630072244
527,161,13,25,0.0
528,162,0,25,17.923594767246385
529,162,3,25,17.923594767246385
530,162,4,25,0.0
531,163,0,25,53.77078430173916
532,163,3,25,0.0
533,164,0,25,25.34779080631928
534,164,3,25,0.0
535,165,0,25,56.679383322374115
536,165,3,25,0.0
537,166,0,25,17.923594767246385
538,166,3,25,0.0
539,167,0,25,53.77078430173916
540,167,3,25,0.0
541,168,0,25,17.923594767246385
542,168,3,25,0.0
543,169,0,25,53.77078430173916
544,169,3,25,17.923594767246385
545,169,4,25,0.0
546,170,0,28,0.0
547,171,0,28,89.61797383623194
548,171,3,28,17.923594767246385
549,171,4,28,0.0
550,172,0,28,17.923594767246385
551,172,3,28,17.923594767246385
552,172,4,28,25.34779080631928
553,172,5,28,104.51161887051465
554,172,8,28,427.5444268113934
555,172,9,28,80.15675260144488
556,172,10,28,73.90087441612485
557,172,11,28,25.34779080631928
558,172,16,28,25.34779080631928
559,172,17,28,354.86907128846985
560,172,18,28,2411.173209879005
561,172,19,28,130.48573951648697
562,173,0,28,53.77078430173916
563,173,3,28,0.0
564,174,0,28,25.34779080631928
565,174,3,28,25.34779080631928
566,174,4,28,0.0
567,175,0,28,53.77078430173916
568,175,3,28,17.923594767246385
569,175,4,28,17.923594767246385
570,175,5,28,40.07837630072244
571,175,8,28,144.50464078959553
572,175,9,28,17.923594767246385
573,175,10,28,0.0
574,176,0,28,40.07837630072244
575,176,3,28,0.0
576,177,0,28,25.34779080631928
577,177,3,28,0.0
578,178,0,28,56.679383322374115
579,178,3,28,17.923594767246385
580,178,4,28,0.0
581,179,0,28,40.07837630072244
582,179,3,28,17.923594767246385
583,179,4,28,17.923594767246385
584,179,5,28,56.679383322374115
585,179,8,28,218.7853563602666
586,179,9,28,17.923594767246385
587,179,10,28,17.923594767246385
588,179,11,28,0.0
589,180,0,31,0.0
590,181,0,31,182.78551894383767
591,181,3,31,25.34779080631928
592,181,4,31,0.0
593,182,0,31,17.923594767246385
594,182,3,31,0.0
595,183,0,31,40.07837630072244
596,183,3,31,0.0
597,184,0,31,35.84718953449277
598,184,3,31,0.0
599,185,0,31,25.34779080631928
600,185,3,31,0.0
601,186,0,31,56.679383322374115
602,186,3,31,0.0
603,187,0,31,53.77078430173916
604,187,3,31,17.923594767246385
605,187,4,31,0.0
606,188,0,31,25.34779080631928
607,188,3,31,0.0
608,189,0,31,56.679383322374115
609,189,3,31,0.0
610,190,0,38,0.0
611,191,0,38,165.24737879113025
612,191,3,38,17.923594767246385
613,191,4,38,0.0
614,192,0,38,25.34779080631928
615,192,3,38,17.923594767246385
616,192,4,38,0.0
617,193,0,38,17.923594767246385
618,193,3,38,17.923594767246385
619,193,4,38,0.0
620,194,0,38,35.84718953449277
621,194,3,38,0.0
622,195,0,38,40.07837630072244
623,195,3,38,0.0
624,196,0,38,0.0
625,197,0,38,35.84718953449277
626,197,3,38,0.0
627,198,0,38,40.07837630072244
628,198,3,38,0.0
629,199,0,38,17.923594767246385
630,199,3,38,0.0
631,200,0,26,0.0
632,201,0,26,114.76700407607993
633,201,3,26,0.0
634,202,0,26,17.923594767246385
635,202,3,26,0.0
636,203,0,26,40.07837630072244
637,203,3,26,0.0
638,204,0,26,25.34779080631928
639,204,3,26,0.0
640,205,0,26,25.34779080631928
641,205,3,26,0.0
642,206,0,26,35.84718953449277
643,206,3,26,0.0
644,207,0,26,35.84718953449277
645,207,3,26,0.0
646,208,0,26,25.34779080631928
647,208,3,26,0.0
648,209,0,26,17.923594767246385
649,209,3,26,0.0
650,210,0,23,0.0
651,211,0,23,130.48573951648697
652,211,3,23,0.0
653,212,0,23,40.07837630072244
654,212,3,23,0.0
655,213,0,23,40.07837630072244
656,213,3,23,0.0
657,214,0,23,25.34779080631928
658,214,3,23,0.0
659,215,0,23,17.923594767246385
660,215,3,23,0.0
661,216,0,23,40.07837630072244
662,216,3,23,0.0
663,217,0,23,25.34779080631928
664,217,3,23,0.0
665,218,0,23,35.84718953449277
666,218,3,23,0.0
667,219,0,23,40.07837630072244
668,219,3,23,17.923594767246385
669,219,4,23,0.0
670,220,0,23,0.0
671,221,0,23,165.24737879113025
672,221,3,23,17.923594767246385
673,221,4,23,0.0
674,222,0,23,17.923594767246385
675,222,3,23,0.0
676,223,0,23,17.923594767246385
677,223,3,23,0.0
678,224,0,23,0.0
679,225,0,23,40.07837630072244
680,225,3,23,0.0
681,226,0,23,25.34779080631928
682,226,3,23,0.0
683,227,0,23,0.0
684,228,0,23,17.923594767246385
685,228,3,23,17.923594767246385
686,228,4,23,0.0
687,229,0,23,17.923594767246385
688,229,3,23,17.923594767246385
689,229,4,23,0.0
690,230,0,19,0.0
691,231,0,19,91.39275947191884
692,231,3,19,17.923594767246385
693,231,4,19,0.0
694,232,0,19,40.07837630072244
695,232,3,19,17.923594767246385
696,232,4,19,0.0
697,233,0,19,35.84718953449277
698,233,3,19,25.34779080631928
699,233,4,19,0.0
700,234,0,19,25.34779080631928
701,234,3,19,0.0
702,235,0,19,35.84718953449277
703,235,3,19,17.923594767246385
704,235,4,19,0.0
705,236,0,19,40.07837630072244
706,236,3,19,17.923594767246385
707,236,4,19,0.0
708,237,0,19,50.69558161263856
709,237,3,19,25.34779080631928
710,237,4,19,0.0
711,238,0,19,25.34779080631928
712,238,3,19,0.0
713,239,0,19,17.923594767246385
714,239,3,19,25.34779080631928
715,239,4,19,0.0
716,240,0,18,0.0
717,241,0,18,0.0
718,242,0,18,0.0
719,243,0,18,0.0
720,244,0,18,0.0
721,245,0,18,0.0
722,246,0,18,0.0
723,247,0,18,0.0
724,248,0,18,0.0
725,249,0,18,0.0
726,250,0,15,0.0
727,251,0,15,0.0
728,252,0,15,0.0
729,253,0,15,0.0
730,254,0,15,0.0
731,255,0,15,0.0
732,256,0,15,0.0
733,257,0,15,0.0
734,258,0,15,0.0
735,259,0,15,0.0
736,260,0,20,0.0
737,261,0,20,0.0
738,262,0,20,0.0
739,263,0,20,0.0
740,264,0,20,0.0
741,265,0,20,0.0
742,266,0,20,0.0
743,267,0,20,0.0
744,268,0,20,0.0
745,269,0,20,0.0
746,270,0,19,0.0
747,271,0,19,0.0
748,272,0,19,0.0
749,273,0,19,0.0
750,274,0,19,0.0
751,275,0,19,0.0
752,276,0,19,0.0
753,277,0,19,0.0
754,278,0,19,0.0
755,279,0,19,0.0
756,280,3,20,25.34779080631928
757,280,5,20,2222.814822577784
758,280,9,20,358.47189534492776
759,280,10,20,160.31350520288976
760,280,11,20,25.34779080631928
761,280,16,20,17.923594767246385
762,280,17,20,2118.399060280115
763,280,18,20,954.1684215819708
764,280,21,20,954.1684215819708
765,281,3,20,0.0
766,282,3,20,17.923594767246385
767,282,5,20,89.61797383623194
768,282,9,20,25.34779080631928
769,282,10,20,40.07837630072244
770,282,11,20,50.69558161263856
771,282,16,20,0.0
772,283,3,20,0.0
773,284,3,20,17.923594767246385
774,284,5,20,104.51161887051465
775,284,9,20,17.923594767246385
776,284,10,20,17.923594767246385
777,284,11,20,17.923594767246385
778,284,16,20,17.923594767246385
779,284,17,20,260.97147903297395
780,284,18,20,35.84718953449277
781,284,21,20,40.07837630072244
782,284,23,20,40.07837630072244
783,284,24,20,40.07837630072244
784,285,3,20,17.923594767246385
785,285,5,20,25.34779080631928
786,285,9,20,0.0
787,286,3,20,0.0
788,287,3,20,17.923594767246385
789,287,5,20,113.35876664474823
790,287,9,20,0.0
791,288,3,20,0.0
792,289,3,20,0.0
793,290,3,27,0.0
794,291,3,27,0.0
795,292,3,27,0.0
796,293,3,27,17.923594767246385
797,293,5,27,130.48573951648697
798,293,9,27,25.34779080631928
799,293,10,27,25.34779080631928
800,293,11,27,0.0
801,294,3,27,0.0
802,295,3,27,0.0
803,296,3,27,17.923594767246385
804,296,5,27,101.39116322527713
805,296,9,27,0.0
806,297,3,27,17.923594767246385
807,297,5,27,53.77078430173916
808,297,9,27,17.923594767246385
809,297,10,27,0.0
810,298,3,27,0.0
811,299,3,27,0.0
812,300,3,22,0.0
813,301,3,22,17.923594767246385
814,301,5,22,120.23512890216732
815,301,9,22,17.923594767246385
816,301,10,22,0.0
817,302,3,22,0.0
818,303,3,22,0.0
819,304,3,22,17.923594767246385
820,304,5,22,101.39116322527713
821,304,9,22,17.923594767246385
822,304,10,22,0.0
823,305,3,22,17.923594767246385
